Cuerpo Agua,Estudio,Parámetro,Unidad,Punto,Abreviatura,Latitud,Longitud,Valor
Laguna de Cajititlán,21/10/2024,Plomo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0062
Laguna de Cajititlán,21/10/2024,Cadmio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.00161
Laguna de Cajititlán,21/10/2024,Sólidos suspendidos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,41.03
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitritos,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.032
Laguna de Cajititlán,21/10/2024,"Clorofilas a, b y c",mg/m³,San Lucas Evangelista,LC-04,20.413152,-103.3325,220
Laguna de Cajititlán,21/10/2024,Plomo,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0069
Laguna de Cajititlán,21/10/2024,Sodio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,165
Laguna de Cajititlán,21/10/2024,Zinc,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.02
Laguna de Cajititlán,21/10/2024,Coliformes totales,NMP/100 ml,San Juan Evangelista,LC-05,20.409697,-103.299456,46000
Laguna de Cajititlán,21/10/2024,Coliformes fecales,NMP/100 ml,San Juan Evangelista,LC-05,20.409697,-103.299456,46000
Laguna de Cajititlán,21/10/2024,Profundidad,m,San Juan Evangelista,LC-05,20.409697,-103.299456,-1
Laguna de Cajititlán,21/10/2024,Temperatura ambiente,°C,San Juan Evangelista,LC-05,20.409697,-103.299456,24
Laguna de Cajititlán,21/10/2024,Transparencia Secchi,m,San Juan Evangelista,LC-05,20.409697,-103.299456,-1
Laguna de Cajititlán,21/10/2024,Sólidos totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,791
Laguna de Cajititlán,21/10/2024,Nitrógeno total,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,12.35
Laguna de Cajititlán,21/10/2024,"Clorofilas a, b y c",mg/m³,San Juan Evangelista,LC-05,20.409697,-103.299456,206
Laguna de Cajititlán,21/10/2024,Temperatura,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,24
Laguna de Cajititlán,21/10/2024,Potencial de hidrógeno,U pH,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,8.9
Laguna de Cajititlán,21/10/2024,Oxígeno disuelto,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,8.32
Laguna de Cajititlán,21/10/2024,Conductividad Electrolitica,µS/cm,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,894
Laguna de Cajititlán,21/10/2024,Turbiedad,UNT,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,65
Laguna de Cajititlán,21/10/2024,Alcalinidad total,mg CaCO3/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,457.92
Laguna de Cajititlán,21/10/2024,Cloruros totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,99.31
Laguna de Cajititlán,21/10/2024,Dureza total,mg CaCO3/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,124.55
Laguna de Cajititlán,21/10/2024,Fluoruros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.86
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitratos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.11
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitritos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.028
Laguna de Cajititlán,21/10/2024,Nitrógeno amoniacal,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.11
Laguna de Cajititlán,21/10/2024,Nitrógeno total Kjeldahl,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,9.55
Laguna de Cajititlán,21/10/2024,Ion Sulfato,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,33.47
Laguna de Cajititlán,21/10/2024,Sustancias activas al azul de metileno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.13
Laguna de Cajititlán,21/10/2024,Demanda bioquímica de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,23.9
Laguna de Cajititlán,21/10/2024,Demanda química de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,123.281
Laguna de Cajititlán,21/10/2024,Grasas y aceites,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,10.59
Laguna de Cajititlán,21/10/2024,Fósforo total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.73
Laguna de Cajititlán,21/10/2024,Sólidos suspendidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,69.44
Laguna de Cajititlán,21/10/2024,Sólidos disueltos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,687.56
Laguna de Cajititlán,21/10/2024,Sólidos sedimentables,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,21/10/2024,Sulfuros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,21/10/2024,Aluminio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.0256
Laguna de Cajititlán,21/10/2024,Arsénico,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0047
Laguna de Cajititlán,21/10/2024,Bario,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0893
Laguna de Cajititlán,21/10/2024,Cadmio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.00143
Laguna de Cajititlán,21/10/2024,Cobre,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,21/10/2024,Cromo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,21/10/2024,Fierro,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.551
Laguna de Cajititlán,21/10/2024,Manganeso,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,21/10/2024,Mercurio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0005
Laguna de Cajititlán,21/10/2024,Níquel,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,21/10/2024,Sodio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,163
Laguna de Cajititlán,21/10/2024,Zinc,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.02
Laguna de Cajititlán,21/10/2024,Coliformes totales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,2400
Laguna de Cajititlán,21/10/2024,Coliformes fecales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,2400
Laguna de Cajititlán,21/10/2024,Profundidad,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,-1
Laguna de Cajititlán,21/10/2024,Temperatura ambiente,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,24
Laguna de Cajititlán,21/10/2024,Transparencia Secchi,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,-1
Laguna de Cajititlán,21/10/2024,Sólidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,757
Laguna de Cajititlán,21/10/2024,Nitrógeno total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,9.69
Laguna de Cajititlán,21/10/2024,"Clorofilas a, b y c",mg/m³,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,293
Laguna de Cajititlán,21/10/2024,Temperatura,°C,Cajititlán,LC-02,20.430558,-103.3164,23
Laguna de Cajititlán,21/10/2024,Potencial de hidrógeno,U pH,Cajititlán,LC-02,20.430558,-103.3164,9.2
Laguna de Cajititlán,21/10/2024,Oxígeno disuelto,mg/l,Cajititlán,LC-02,20.430558,-103.3164,8.92
Laguna de Cajititlán,21/10/2024,Conductividad Electrolitica,µS/cm,Cajititlán,LC-02,20.430558,-103.3164,899
Laguna de Cajititlán,21/10/2024,Turbiedad,UNT,Cajititlán,LC-02,20.430558,-103.3164,95
Laguna de Cajititlán,21/10/2024,Alcalinidad total,mg CaCO3/l,Cajititlán,LC-02,20.430558,-103.3164,460.47
Laguna de Cajititlán,21/10/2024,Cloruros totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,101.95
Laguna de Cajititlán,21/10/2024,Dureza total,mg CaCO3/l,Cajititlán,LC-02,20.430558,-103.3164,123.15
Laguna de Cajititlán,21/10/2024,Fluoruros,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.79
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitratos,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitritos,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.01
Laguna de Cajititlán,21/10/2024,Nitrógeno amoniacal,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.5
Laguna de Cajititlán,21/10/2024,Nitrógeno total Kjeldahl,mg/l,Cajititlán,LC-02,20.430558,-103.3164,8.77
Laguna de Cajititlán,21/10/2024,Ion Sulfato,mg/l,Cajititlán,LC-02,20.430558,-103.3164,29.19
Laguna de Cajititlán,21/10/2024,Sustancias activas al azul de metileno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,21/10/2024,Demanda bioquímica de oxígeno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,15.6
Laguna de Cajititlán,21/10/2024,Demanda química de oxígeno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,107.676
Laguna de Cajititlán,21/10/2024,Grasas y aceites,mg/l,Cajititlán,LC-02,20.430558,-103.3164,12.32
Laguna de Cajititlán,21/10/2024,Fósforo total,mg/l,Cajititlán,LC-02,20.430558,-103.3164,1.84
Laguna de Cajititlán,21/10/2024,Sólidos suspendidos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,48.48
Laguna de Cajititlán,21/10/2024,Sólidos disueltos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,729.52
Laguna de Cajititlán,21/10/2024,Sólidos sedimentables,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,21/10/2024,Sulfuros,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,21/10/2024,Aluminio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1062
Laguna de Cajititlán,21/10/2024,Arsénico,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0054
Laguna de Cajititlán,21/10/2024,Bario,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0907
Laguna de Cajititlán,21/10/2024,Cobre,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,21/10/2024,Cromo,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,21/10/2024,Fierro,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.063
Laguna de Cajititlán,21/10/2024,Manganeso,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,21/10/2024,Mercurio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0005
Laguna de Cajititlán,21/10/2024,Níquel,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,21/10/2024,Plomo,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0062
Laguna de Cajititlán,21/10/2024,Sodio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,170.4
Laguna de Cajititlán,21/10/2024,Zinc,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.02
Laguna de Cajititlán,21/10/2024,Coliformes totales,NMP/100 ml,Cajititlán,LC-02,20.430558,-103.3164,24000
Laguna de Cajititlán,21/10/2024,Coliformes fecales,NMP/100 ml,Cajititlán,LC-02,20.430558,-103.3164,24000
Laguna de Cajititlán,21/10/2024,Profundidad,m,Cajititlán,LC-02,20.430558,-103.3164,-1
Laguna de Cajititlán,21/10/2024,Temperatura ambiente,°C,Cajititlán,LC-02,20.430558,-103.3164,24
Laguna de Cajititlán,21/10/2024,Transparencia Secchi,m,Cajititlán,LC-02,20.430558,-103.3164,-1
Laguna de Cajititlán,21/10/2024,Sólidos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,778
Laguna de Cajititlán,21/10/2024,Nitrógeno total,mg/l,Cajititlán,LC-02,20.430558,-103.3164,8.77
Laguna de Cajititlán,21/10/2024,"Clorofilas a, b y c",mg/m³,Cajititlán,LC-02,20.430558,-103.3164,322
Laguna de Cajititlán,21/10/2024,Temperatura,°C,Centro de la Laguna,LC-03,20.418944,-103.319778,23
Laguna de Cajititlán,21/10/2024,Potencial de hidrógeno,U pH,Centro de la Laguna,LC-03,20.418944,-103.319778,8.9
Laguna de Cajititlán,21/10/2024,Oxígeno disuelto,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,9.12
Laguna de Cajititlán,21/10/2024,Conductividad Electrolitica,µS/cm,Centro de la Laguna,LC-03,20.418944,-103.319778,898
Laguna de Cajititlán,21/10/2024,Turbiedad,UNT,Centro de la Laguna,LC-03,20.418944,-103.319778,80
Laguna de Cajititlán,21/10/2024,Alcalinidad total,mg CaCO3/l,Centro de la Laguna,LC-03,20.418944,-103.319778,445.16
Laguna de Cajititlán,21/10/2024,Cloruros totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,103.91
Laguna de Cajititlán,21/10/2024,Dureza total,mg CaCO3/l,Centro de la Laguna,LC-03,20.418944,-103.319778,122.95
Laguna de Cajititlán,21/10/2024,Fluoruros,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.65
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitratos,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitritos,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.029
Laguna de Cajititlán,21/10/2024,Nitrógeno amoniacal,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.5
Laguna de Cajititlán,21/10/2024,Nitrógeno total Kjeldahl,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,11.93
Laguna de Cajititlán,21/10/2024,Ion Sulfato,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,31.82
Laguna de Cajititlán,21/10/2024,Sustancias activas al azul de metileno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,21/10/2024,Demanda bioquímica de oxígeno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,13.8
Laguna de Cajititlán,21/10/2024,Demanda química de oxígeno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,107.922
Laguna de Cajititlán,21/10/2024,Grasas y aceites,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,16.36
Laguna de Cajititlán,21/10/2024,Fósforo total,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,1.55
Laguna de Cajititlán,21/10/2024,Sólidos disueltos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,722.97
Laguna de Cajititlán,21/10/2024,Sólidos sedimentables,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,21/10/2024,Sulfuros,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,21/10/2024,Aluminio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0926
Laguna de Cajititlán,21/10/2024,Arsénico,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0042
Laguna de Cajititlán,21/10/2024,Bario,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0904
Laguna de Cajititlán,21/10/2024,Cadmio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.00151
Laguna de Cajititlán,21/10/2024,Cobre,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.05
Laguna de Cajititlán,21/10/2024,Cromo,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.05
Laguna de Cajititlán,21/10/2024,Fierro,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.087
Laguna de Cajititlán,21/10/2024,Manganeso,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.05
Laguna de Cajititlán,21/10/2024,Mercurio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0005
Laguna de Cajititlán,21/10/2024,Níquel,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,21/10/2024,Plomo,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0063
Laguna de Cajititlán,21/10/2024,Sodio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,167.9
Laguna de Cajititlán,21/10/2024,Zinc,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.02
Laguna de Cajititlán,21/10/2024,Coliformes totales,NMP/100 ml,Centro de la Laguna,LC-03,20.418944,-103.319778,46000
Laguna de Cajititlán,21/10/2024,Coliformes fecales,NMP/100 ml,Centro de la Laguna,LC-03,20.418944,-103.319778,24000
Laguna de Cajititlán,21/10/2024,Profundidad,m,Centro de la Laguna,LC-03,20.418944,-103.319778,-1
Laguna de Cajititlán,21/10/2024,Temperatura ambiente,°C,Centro de la Laguna,LC-03,20.418944,-103.319778,24
Laguna de Cajititlán,21/10/2024,Transparencia Secchi,m,Centro de la Laguna,LC-03,20.418944,-103.319778,-1
Laguna de Cajititlán,21/10/2024,Sólidos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,764
Laguna de Cajititlán,21/10/2024,Nitrógeno total,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,11.93
Laguna de Cajititlán,21/10/2024,"Clorofilas a, b y c",mg/m³,Centro de la Laguna,LC-03,20.418944,-103.319778,285
Laguna de Cajititlán,21/10/2024,Temperatura,°C,San Lucas Evangelista,LC-04,20.413152,-103.3325,23
Laguna de Cajititlán,21/10/2024,Potencial de hidrógeno,U pH,San Lucas Evangelista,LC-04,20.413152,-103.3325,9
Laguna de Cajititlán,21/10/2024,Oxígeno disuelto,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,8.61
Laguna de Cajititlán,21/10/2024,Conductividad Electrolitica,µS/cm,San Lucas Evangelista,LC-04,20.413152,-103.3325,899
Laguna de Cajititlán,21/10/2024,Turbiedad,UNT,San Lucas Evangelista,LC-04,20.413152,-103.3325,90
Laguna de Cajititlán,21/10/2024,Alcalinidad total,mg CaCO3/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,449.24
Laguna de Cajititlán,21/10/2024,Cloruros totales,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,104.45
Laguna de Cajititlán,21/10/2024,Dureza total,mg CaCO3/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,125.55
Laguna de Cajititlán,21/10/2024,Fluoruros,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.77
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitratos,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.1
Laguna de Cajititlán,21/10/2024,Nitrógeno amoniacal,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.5
Laguna de Cajititlán,21/10/2024,Nitrógeno total Kjeldahl,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,9.66
Laguna de Cajititlán,21/10/2024,Ion Sulfato,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,31.36
Laguna de Cajititlán,21/10/2024,Sustancias activas al azul de metileno,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.1
Laguna de Cajititlán,21/10/2024,Demanda bioquímica de oxígeno,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,15.4
Laguna de Cajititlán,21/10/2024,Demanda química de oxígeno,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,147.28
Laguna de Cajititlán,21/10/2024,Grasas y aceites,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,16.82
Laguna de Cajititlán,21/10/2024,Fósforo total,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,1.8
Laguna de Cajititlán,21/10/2024,Sólidos suspendidos totales,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,55
Laguna de Cajititlán,21/10/2024,Sólidos disueltos totales,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,734
Laguna de Cajititlán,21/10/2024,Sólidos sedimentables,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.1
Laguna de Cajititlán,21/10/2024,Sulfuros,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.1
Laguna de Cajititlán,21/10/2024,Aluminio,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.0956
Laguna de Cajititlán,21/10/2024,Arsénico,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.0025
Laguna de Cajititlán,21/10/2024,Bario,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.0905
Laguna de Cajititlán,21/10/2024,Cadmio,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.00174
Laguna de Cajititlán,21/10/2024,Cobre,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.05
Laguna de Cajititlán,21/10/2024,Cromo,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.05
Laguna de Cajititlán,21/10/2024,Fierro,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.057
Laguna de Cajititlán,21/10/2024,Manganeso,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.05
Laguna de Cajititlán,21/10/2024,Mercurio,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.0005
Laguna de Cajititlán,21/10/2024,Níquel,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.1
Laguna de Cajititlán,21/10/2024,Plomo,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.007
Laguna de Cajititlán,21/10/2024,Sodio,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,167.8
Laguna de Cajititlán,21/10/2024,Zinc,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,0.02
Laguna de Cajititlán,21/10/2024,Coliformes totales,NMP/100 ml,San Lucas Evangelista,LC-04,20.413152,-103.3325,24000
Laguna de Cajititlán,21/10/2024,Coliformes fecales,NMP/100 ml,San Lucas Evangelista,LC-04,20.413152,-103.3325,24000
Laguna de Cajititlán,21/10/2024,Profundidad,m,San Lucas Evangelista,LC-04,20.413152,-103.3325,-1
Laguna de Cajititlán,21/10/2024,Temperatura ambiente,°C,San Lucas Evangelista,LC-04,20.413152,-103.3325,24
Laguna de Cajititlán,21/10/2024,Transparencia Secchi,m,San Lucas Evangelista,LC-04,20.413152,-103.3325,-1
Laguna de Cajititlán,21/10/2024,Sólidos totales,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,789
Laguna de Cajititlán,21/10/2024,Nitrógeno total,mg/l,San Lucas Evangelista,LC-04,20.413152,-103.3325,9.69
Laguna de Cajititlán,21/10/2024,Temperatura,°C,San Juan Evangelista,LC-05,20.409697,-103.299456,23
Laguna de Cajititlán,21/10/2024,Potencial de hidrógeno,U pH,San Juan Evangelista,LC-05,20.409697,-103.299456,8.8
Laguna de Cajititlán,21/10/2024,Oxígeno disuelto,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,9
Laguna de Cajititlán,21/10/2024,Conductividad Electrolitica,µS/cm,San Juan Evangelista,LC-05,20.409697,-103.299456,896
Laguna de Cajititlán,21/10/2024,Turbiedad,UNT,San Juan Evangelista,LC-05,20.409697,-103.299456,100
Laguna de Cajititlán,21/10/2024,Alcalinidad total,mg CaCO3/l,San Juan Evangelista,LC-05,20.409697,-103.299456,436.48
Laguna de Cajititlán,21/10/2024,Cloruros totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,105.23
Laguna de Cajititlán,21/10/2024,Dureza total,mg CaCO3/l,San Juan Evangelista,LC-05,20.409697,-103.299456,122.75
Laguna de Cajititlán,21/10/2024,Fluoruros,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.76
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitratos,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,21/10/2024,Nitrógeno de nitritos,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.026
Laguna de Cajititlán,21/10/2024,Nitrógeno amoniacal,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.5
Laguna de Cajititlán,21/10/2024,Nitrógeno total Kjeldahl,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,12.32
Laguna de Cajititlán,21/10/2024,Ion Sulfato,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,30.72
Laguna de Cajititlán,21/10/2024,Sustancias activas al azul de metileno,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.13
Laguna de Cajititlán,21/10/2024,Demanda bioquímica de oxígeno,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,13.4
Laguna de Cajititlán,21/10/2024,Demanda química de oxígeno,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,115.712
Laguna de Cajititlán,21/10/2024,Grasas y aceites,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,17.31
Laguna de Cajititlán,21/10/2024,Fósforo total,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,1.71
Laguna de Cajititlán,21/10/2024,Sólidos suspendidos totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,43.18
Laguna de Cajititlán,21/10/2024,Sólidos disueltos totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,747.82
Laguna de Cajititlán,21/10/2024,Sólidos sedimentables,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,21/10/2024,Sulfuros,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,21/10/2024,Aluminio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.079
Laguna de Cajititlán,21/10/2024,Arsénico,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0044
Laguna de Cajititlán,21/10/2024,Bario,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0885
Laguna de Cajititlán,21/10/2024,Cadmio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.00152
Laguna de Cajititlán,21/10/2024,Cobre,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.05
Laguna de Cajititlán,21/10/2024,Cromo,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.05
Laguna de Cajititlán,21/10/2024,Fierro,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.063
Laguna de Cajititlán,21/10/2024,Manganeso,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.05
Laguna de Cajititlán,21/10/2024,Mercurio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0005
Laguna de Cajititlán,21/10/2024,Níquel,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,23/09/2024,Temperatura,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,28
