Cuerpo Agua,Estudio,Parámetro,Unidad,Punto,Abreviatura,Latitud,Longitud,Valor
Laguna de Cajititlán,26/11/2018,Aluminio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1712
Laguna de Cajititlán,26/11/2018,Arsénico,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0043
Laguna de Cajititlán,26/11/2018,Bario,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1701
Laguna de Cajititlán,26/11/2018,Cadmio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.00135
Laguna de Cajititlán,26/11/2018,Cobre,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.05
Laguna de Cajititlán,26/11/2018,Cromo,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.074
Laguna de Cajititlán,26/11/2018,Fierro,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.097
Laguna de Cajititlán,26/11/2018,Manganeso,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.05
Laguna de Cajititlán,26/11/2018,Mercurio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0005
Laguna de Cajititlán,26/11/2018,Níquel,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,26/11/2018,Plomo,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0214
Laguna de Cajititlán,26/11/2018,Sodio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,126.6
Laguna de Cajititlán,26/11/2018,Zinc,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.02
Laguna de Cajititlán,26/11/2018,Coliformes totales,NMP/100 ml,San Juan Evangelista,LC-05,20.409697,-103.299456,230
Laguna de Cajititlán,26/11/2018,Coliformes fecales,NMP/100 ml,San Juan Evangelista,LC-05,20.409697,-103.299456,90
Laguna de Cajititlán,26/11/2018,Profundidad,m,San Juan Evangelista,LC-05,20.409697,-103.299456,
Laguna de Cajititlán,26/11/2018,Temperatura ambiente,°C,San Juan Evangelista,LC-05,20.409697,-103.299456,16
Laguna de Cajititlán,26/11/2018,Transparencia Secchi,m,San Juan Evangelista,LC-05,20.409697,-103.299456,
Laguna de Cajititlán,26/11/2018,Sólidos totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,765
Laguna de Cajititlán,26/11/2018,Nitrógeno total,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,20.05
Laguna de Cajititlán,26/11/2018,"Clorofilas a, b y c",mg/m³,San Juan Evangelista,LC-05,20.409697,-103.299456,326.79
Laguna de Cajititlán,26/11/2018,Temperatura,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,17
Laguna de Cajititlán,26/11/2018,pH,U pH,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,9.3
Laguna de Cajititlán,26/11/2018,Oxígeno disuelto,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,6.45
Laguna de Cajititlán,26/11/2018,Conductividad Electrolitica,µS/cm,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1035
Laguna de Cajititlán,26/11/2018,Turbiedad,UNT,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,80
Laguna de Cajititlán,26/11/2018,Alcalinidad total,mg CaCO3/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,423.37
Laguna de Cajititlán,26/11/2018,Cloruros totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,79.22
Laguna de Cajititlán,26/11/2018,Dureza total,mg CaCO3/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,179.7
Laguna de Cajititlán,26/11/2018,Fluoruros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.72
Laguna de Cajititlán,26/11/2018,Nitrógeno de nitratos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,26/11/2018,Nitrógeno de nitritos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.01
Laguna de Cajititlán,26/11/2018,Nitrógeno amoniacal,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.5
Laguna de Cajititlán,26/11/2018,Nitrógeno total Kjeldahl,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,9.88
Laguna de Cajititlán,26/11/2018,Ion Sulfato,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,10
Laguna de Cajititlán,26/11/2018,Sustancias activas al azul de metileno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,26/11/2018,Demanda bioquímica de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,10.32
Laguna de Cajititlán,26/11/2018,Demanda química de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,166.31
Laguna de Cajititlán,26/11/2018,Grasas y aceites,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,7.78
Laguna de Cajititlán,26/11/2018,Fósforo total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.62
Laguna de Cajititlán,26/11/2018,Sólidos suspendidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,64
Laguna de Cajititlán,26/11/2018,Sólidos disueltos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,695
Laguna de Cajititlán,26/11/2018,Sólidos sedimentables,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,26/11/2018,Sulfuros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,2.44
Laguna de Cajititlán,26/11/2018,Aluminio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.213
Laguna de Cajititlán,26/11/2018,Arsénico,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0034
Laguna de Cajititlán,26/11/2018,Bario,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1921
Laguna de Cajititlán,26/11/2018,Cadmio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.00095
Laguna de Cajititlán,26/11/2018,Cobre,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,26/11/2018,Cromo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,26/11/2018,Fierro,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.116
Laguna de Cajititlán,26/11/2018,Manganeso,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.064
Laguna de Cajititlán,26/11/2018,Mercurio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0005
Laguna de Cajititlán,26/11/2018,Níquel,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,26/11/2018,Plomo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0137
Laguna de Cajititlán,26/11/2018,Sodio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,122.8
Laguna de Cajititlán,26/11/2018,Zinc,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.02
Laguna de Cajititlán,26/11/2018,Coliformes totales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,240000
Laguna de Cajititlán,26/11/2018,Coliformes fecales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,240000
Laguna de Cajititlán,26/11/2018,Profundidad,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,
Laguna de Cajititlán,26/11/2018,Temperatura ambiente,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,12
Laguna de Cajititlán,26/11/2018,Transparencia Secchi,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,
Laguna de Cajititlán,26/11/2018,Sólidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,759
Laguna de Cajititlán,26/11/2018,Nitrógeno total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,9.88
Laguna de Cajititlán,26/11/2018,"Clorofilas a, b y c",mg/m³,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,354.78
Laguna de Cajititlán,26/11/2018,Temperatura,°C,Cajititlán,LC-02,20.430558,-103.3164,20
Laguna de Cajititlán,26/11/2018,pH,U pH,Cajititlán,LC-02,20.430558,-103.3164,9.7
Laguna de Cajititlán,26/11/2018,Oxígeno disuelto,mg/l,Cajititlán,LC-02,20.430558,-103.3164,8.75
Laguna de Cajititlán,26/11/2018,Conductividad Electrolitica,µS/cm,Cajititlán,LC-02,20.430558,-103.3164,1049
Laguna de Cajititlán,26/11/2018,Turbiedad,UNT,Cajititlán,LC-02,20.430558,-103.3164,85
Laguna de Cajititlán,26/11/2018,Alcalinidad total,mg CaCO3/l,Cajititlán,LC-02,20.430558,-103.3164,440.12
Laguna de Cajititlán,26/11/2018,Cloruros totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,82.82
Laguna de Cajititlán,26/11/2018,Dureza total,mg CaCO3/l,Cajititlán,LC-02,20.430558,-103.3164,176.5
Laguna de Cajititlán,26/11/2018,Fluoruros,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.73
Laguna de Cajititlán,26/11/2018,Nitrógeno de nitratos,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,26/11/2018,Nitrógeno de nitritos,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.01
Laguna de Cajititlán,26/11/2018,Nitrógeno amoniacal,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.5
Laguna de Cajititlán,26/11/2018,Nitrógeno total Kjeldahl,mg/l,Cajititlán,LC-02,20.430558,-103.3164,8.51
Laguna de Cajititlán,26/11/2018,Ion Sulfato,mg/l,Cajititlán,LC-02,20.430558,-103.3164,10
Laguna de Cajititlán,26/11/2018,Sustancias activas al azul de metileno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,26/11/2018,Demanda bioquímica de oxígeno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,12.66
Laguna de Cajititlán,26/11/2018,Demanda química de oxígeno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,161.15
Laguna de Cajititlán,26/11/2018,Grasas y aceites,mg/l,Cajititlán,LC-02,20.430558,-103.3164,7.15
Laguna de Cajititlán,26/11/2018,Fósforo total,mg/l,Cajititlán,LC-02,20.430558,-103.3164,1.31
Laguna de Cajititlán,26/11/2018,Sólidos suspendidos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,55
Laguna de Cajititlán,26/11/2018,Sólidos disueltos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,724
Laguna de Cajititlán,26/11/2018,Sólidos sedimentables,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,26/11/2018,Sulfuros,mg/l,Cajititlán,LC-02,20.430558,-103.3164,2.23
Laguna de Cajititlán,26/11/2018,Aluminio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1816
Laguna de Cajititlán,26/11/2018,Arsénico,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0037
Laguna de Cajititlán,26/11/2018,Bario,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1793
Laguna de Cajititlán,26/11/2018,Cadmio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.00092
Laguna de Cajititlán,26/11/2018,Cobre,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,26/11/2018,Cromo,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,26/11/2018,Fierro,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.101
Laguna de Cajititlán,26/11/2018,Manganeso,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,26/11/2018,Mercurio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0005
Laguna de Cajititlán,26/11/2018,Níquel,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,26/11/2018,Plomo,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0129
Laguna de Cajititlán,26/11/2018,Sodio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,134.3
Laguna de Cajititlán,26/11/2018,Zinc,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.02
Laguna de Cajititlán,26/11/2018,Coliformes totales,NMP/100 ml,Cajititlán,LC-02,20.430558,-103.3164,40
Laguna de Cajititlán,26/11/2018,Coliformes fecales,NMP/100 ml,Cajititlán,LC-02,20.430558,-103.3164,40
Laguna de Cajititlán,26/11/2018,Profundidad,m,Cajititlán,LC-02,20.430558,-103.3164,
Laguna de Cajititlán,26/11/2018,Temperatura ambiente,°C,Cajititlán,LC-02,20.430558,-103.3164,19
Laguna de Cajititlán,26/11/2018,Transparencia Secchi,m,Cajititlán,LC-02,20.430558,-103.3164,
Laguna de Cajititlán,26/11/2018,Sólidos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,789
Laguna de Cajititlán,26/11/2018,Nitrógeno total,mg/l,Cajititlán,LC-02,20.430558,-103.3164,8.51
Laguna de Cajititlán,26/11/2018,"Clorofilas a, b y c",mg/m³,Cajititlán,LC-02,20.430558,-103.3164,431.17
Laguna de Cajititlán,26/11/2018,Temperatura,°C,Centro de la Laguna,LC-03,20.418944,-103.319778,19
Laguna de Cajititlán,26/11/2018,pH,U pH,Centro de la Laguna,LC-03,20.418944,-103.319778,9.6
Laguna de Cajititlán,26/11/2018,Oxígeno disuelto,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,8.61
Laguna de Cajititlán,26/11/2018,Conductividad Electrolitica,µS/cm,Centro de la Laguna,LC-03,20.418944,-103.319778,1050
Laguna de Cajititlán,26/11/2018,Turbiedad,UNT,Centro de la Laguna,LC-03,20.418944,-103.319778,180
Laguna de Cajititlán,26/11/2018,Alcalinidad total,mg CaCO3/l,Centro de la Laguna,LC-03,20.418944,-103.319778,444.26
Laguna de Cajititlán,26/11/2018,Cloruros totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,83.97
Laguna de Cajititlán,26/11/2018,Dureza total,mg CaCO3/l,Centro de la Laguna,LC-03,20.418944,-103.319778,186.92
Laguna de Cajititlán,26/11/2018,Fluoruros,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.82
Laguna de Cajititlán,26/11/2018,Nitrógeno de nitratos,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,26/11/2018,Nitrógeno de nitritos,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.01
Laguna de Cajititlán,26/11/2018,Nitrógeno amoniacal,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.5
Laguna de Cajititlán,26/11/2018,Nitrógeno total Kjeldahl,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,17.08
Laguna de Cajititlán,26/11/2018,Ion Sulfato,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,10
Laguna de Cajititlán,26/11/2018,Sustancias activas al azul de metileno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,26/11/2018,Demanda bioquímica de oxígeno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,19.98
Laguna de Cajititlán,26/11/2018,Demanda química de oxígeno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,204.69
Laguna de Cajititlán,26/11/2018,Grasas y aceites,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,9.74
Laguna de Cajititlán,26/11/2018,Fósforo total,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,1.81
Laguna de Cajititlán,26/11/2018,Sólidos suspendidos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,120
Laguna de Cajititlán,26/11/2018,Sólidos disueltos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,711
Laguna de Cajititlán,26/11/2018,Sólidos sedimentables,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,26/11/2018,Sulfuros,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,1.82
Laguna de Cajititlán,26/11/2018,Aluminio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1863
Laguna de Cajititlán,26/11/2018,Arsénico,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0038
Laguna de Cajititlán,26/11/2018,Bario,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1882
Laguna de Cajititlán,26/11/2018,Cadmio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.00119
Laguna de Cajititlán,26/11/2018,Cobre,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.05
Laguna de Cajititlán,26/11/2018,Cromo,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.05
Laguna de Cajititlán,25/09/2018,Temperatura,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,25
Laguna de Cajititlán,25/09/2018,pH,U pH,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,9.1
Laguna de Cajititlán,25/09/2018,Oxígeno disuelto,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,6.15
Laguna de Cajititlán,25/09/2018,Conductividad Electrolitica,µS/cm,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,824.7
Laguna de Cajititlán,25/09/2018,Turbiedad,UNT,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,90
Laguna de Cajititlán,25/09/2018,Alcalinidad total,mg CaCO3/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,348.38
Laguna de Cajititlán,25/09/2018,Cloruros totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,64.09
Laguna de Cajititlán,25/09/2018,Dureza total,mg CaCO3/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,174.81
Laguna de Cajititlán,25/09/2018,Fluoruros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.71
Laguna de Cajititlán,25/09/2018,Nitrógeno de nitratos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,25/09/2018,Nitrógeno de nitritos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.01
Laguna de Cajititlán,25/09/2018,Nitrógeno amoniacal,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.5
Laguna de Cajititlán,25/09/2018,Nitrógeno total Kjeldahl,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,10.39
Laguna de Cajititlán,25/09/2018,Ion Sulfato,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,10
Laguna de Cajititlán,25/09/2018,Sustancias activas al azul de metileno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,25/09/2018,Demanda bioquímica de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,24.36
Laguna de Cajititlán,25/09/2018,Demanda química de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,186.07
Laguna de Cajititlán,25/09/2018,Grasas y aceites,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,6.92
Laguna de Cajititlán,25/09/2018,Fósforo total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.59
Laguna de Cajititlán,25/09/2018,Sólidos suspendidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,64
Laguna de Cajititlán,25/09/2018,Sólidos disueltos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,597
Laguna de Cajititlán,25/09/2018,Sólidos sedimentables,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,25/09/2018,Sulfuros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.8
Laguna de Cajititlán,25/09/2018,Aluminio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.525
Laguna de Cajititlán,25/09/2018,Arsénico,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0025
Laguna de Cajititlán,25/09/2018,Bario,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0889
Laguna de Cajititlán,25/09/2018,Cadmio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0005
Laguna de Cajititlán,25/09/2018,Cobre,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,25/09/2018,Cromo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,25/09/2018,Fierro,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.154
Laguna de Cajititlán,25/09/2018,Manganeso,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.2
Laguna de Cajititlán,25/09/2018,Mercurio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0005
Laguna de Cajititlán,25/09/2018,Níquel,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,25/09/2018,Plomo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0025
Laguna de Cajititlán,25/09/2018,Sodio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,100.6
Laguna de Cajititlán,25/09/2018,Zinc,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.02
Laguna de Cajititlán,25/09/2018,Coliformes totales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,460000
Laguna de Cajititlán,25/09/2018,Coliformes fecales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,150000
Laguna de Cajititlán,25/09/2018,Profundidad,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,
Laguna de Cajititlán,25/09/2018,Temperatura ambiente,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,23
Laguna de Cajititlán,25/09/2018,Transparencia Secchi,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,
Laguna de Cajititlán,25/09/2018,Sólidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,661
Laguna de Cajititlán,25/09/2018,Nitrógeno total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,10.39
Laguna de Cajititlán,25/09/2018,"Clorofilas a, b y c",mg/m³,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1090.54
Laguna de Cajititlán,25/09/2018,Temperatura,°C,Cajititlán,LC-02,20.430558,-103.3164,24
Laguna de Cajititlán,25/09/2018,pH,U pH,Cajititlán,LC-02,20.430558,-103.3164,9.2
Laguna de Cajititlán,25/09/2018,Oxígeno disuelto,mg/l,Cajititlán,LC-02,20.430558,-103.3164,5.87
Laguna de Cajititlán,25/09/2018,Conductividad Electrolitica,µS/cm,Cajititlán,LC-02,20.430558,-103.3164,1066
Laguna de Cajititlán,25/09/2018,Turbiedad,UNT,Cajititlán,LC-02,20.430558,-103.3164,80
Laguna de Cajititlán,25/09/2018,Alcalinidad total,mg CaCO3/l,Cajititlán,LC-02,20.430558,-103.3164,437.37
Laguna de Cajititlán,25/09/2018,Cloruros totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,82.87
Laguna de Cajititlán,25/09/2018,Dureza total,mg CaCO3/l,Cajititlán,LC-02,20.430558,-103.3164,177.98
Laguna de Cajititlán,25/09/2018,Fluoruros,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.8
Laguna de Cajititlán,25/09/2018,Nitrógeno de nitratos,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,25/09/2018,Nitrógeno de nitritos,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.01
Laguna de Cajititlán,25/09/2018,Nitrógeno amoniacal,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.5
Laguna de Cajititlán,25/09/2018,Nitrógeno total Kjeldahl,mg/l,Cajititlán,LC-02,20.430558,-103.3164,9.94
Laguna de Cajititlán,25/09/2018,Ion Sulfato,mg/l,Cajititlán,LC-02,20.430558,-103.3164,10
Laguna de Cajititlán,25/09/2018,Sustancias activas al azul de metileno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,25/09/2018,Demanda bioquímica de oxígeno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,14.07
Laguna de Cajititlán,25/09/2018,Demanda química de oxígeno,mg/l,Cajititlán,LC-02,20.430558,-103.3164,181.84
Laguna de Cajititlán,25/09/2018,Grasas y aceites,mg/l,Cajititlán,LC-02,20.430558,-103.3164,8.41
Laguna de Cajititlán,25/09/2018,Fósforo total,mg/l,Cajititlán,LC-02,20.430558,-103.3164,1.43
Laguna de Cajititlán,25/09/2018,Sólidos suspendidos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,70
Laguna de Cajititlán,25/09/2018,Sólidos disueltos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,714
Laguna de Cajititlán,25/09/2018,Sólidos sedimentables,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,25/09/2018,Sulfuros,mg/l,Cajititlán,LC-02,20.430558,-103.3164,1.6
Laguna de Cajititlán,25/09/2018,Aluminio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1503
Laguna de Cajititlán,25/09/2018,Arsénico,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0025
Laguna de Cajititlán,25/09/2018,Bario,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1069
Laguna de Cajititlán,25/09/2018,Cadmio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0005
Laguna de Cajititlán,25/09/2018,Cobre,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,25/09/2018,Cromo,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.05
Laguna de Cajititlán,25/09/2018,Fierro,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.103
Laguna de Cajititlán,25/09/2018,Manganeso,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.052
Laguna de Cajititlán,25/09/2018,Mercurio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0005
Laguna de Cajititlán,25/09/2018,Níquel,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.1
Laguna de Cajititlán,25/09/2018,Plomo,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.0025
Laguna de Cajititlán,25/09/2018,Sodio,mg/l,Cajititlán,LC-02,20.430558,-103.3164,130.5
Laguna de Cajititlán,25/09/2018,Zinc,mg/l,Cajititlán,LC-02,20.430558,-103.3164,0.02
Laguna de Cajititlán,25/09/2018,Coliformes totales,NMP/100 ml,Cajititlán,LC-02,20.430558,-103.3164,930
Laguna de Cajititlán,25/09/2018,Coliformes fecales,NMP/100 ml,Cajititlán,LC-02,20.430558,-103.3164,430
Laguna de Cajititlán,25/09/2018,Profundidad,m,Cajititlán,LC-02,20.430558,-103.3164,
Laguna de Cajititlán,25/09/2018,Temperatura ambiente,°C,Cajititlán,LC-02,20.430558,-103.3164,24
Laguna de Cajititlán,25/09/2018,Transparencia Secchi,m,Cajititlán,LC-02,20.430558,-103.3164,
Laguna de Cajititlán,25/09/2018,Sólidos totales,mg/l,Cajititlán,LC-02,20.430558,-103.3164,784
